           1   0.0417285   0.0417285           0
           2   0.0449154    0.043322  0.00112674
           3   0.0433232   0.0433224 0.000751157
           4   0.0449873   0.0437386 0.000668824
           5    0.040922   0.0431753 0.000734953
           6   0.0425696   0.0430743 0.000619355
           7   0.0414768   0.0428461 0.000571379
           8   0.0410071   0.0426162 0.000544237
           9   0.0448479   0.0428642 0.000537292
          10   0.0442734   0.0430051 0.000501702
          11   0.0438612    0.043083  0.00046209
          12   0.0402058   0.0428432 0.000481787
          13   0.0425467   0.0428204 0.000445266
          14   0.0426293   0.0428067  0.00041367
          15   0.0426025   0.0427931 0.000386316
          16   0.0445527   0.0429031   0.0003775
          17   0.0443384   0.0429875 0.000364614
          18   0.0421999   0.0429438 0.000346974
          19   0.0413537   0.0428601 0.000338653
          20   0.0433523   0.0428847 0.000322614
          21   0.0428491    0.042883 0.000307256
          22    0.043926   0.0429304 0.000296924
          23   0.0431954   0.0429419 0.000284238
          24   0.0436723   0.0429724 0.000274019
          25   0.0421749   0.0429405 0.000264909
          26   0.0445055   0.0430006 0.000261469
          27   0.0431528   0.0430063 0.000251846
          28   0.0433416   0.0430183 0.000243136
          29   0.0410833   0.0429515 0.000243735
          30   0.0442275   0.0429941 0.000239293
          31    0.040667    0.042919 0.000243063
          32   0.0432028   0.0429279 0.000235629
          33   0.0457173   0.0430124 0.000243179
          34   0.0438147    0.043036 0.000237169
          35   0.0411013   0.0429807 0.000236746
          36   0.0445483   0.0430243  0.00023414
          37   0.0431157   0.0430267 0.000227825
          38    0.041205   0.0429788 0.000226818
          39   0.0435704    0.042994 0.000221508
          40   0.0454809   0.0430561 0.000224527
          41   0.0415838   0.0430202 0.000221904
          42   0.0413642   0.0429808 0.000220095
          43   0.0413087   0.0429419 0.000218385
          44   0.0448699   0.0429857 0.000217774
          45   0.0441307   0.0430112 0.000214415
          46   0.0403709   0.0429538 0.000217301
          47   0.0438963   0.0429738 0.000213601
          48   0.0436542    0.042988  0.00020962
          49   0.0426958    0.042982 0.000205427
          50   0.0431187   0.0429848 0.000201337
          51   0.0446774    0.043018 0.000200106
          52   0.0419965   0.0429983 0.000197219
          53   0.0432549   0.0430032 0.000193558
          54   0.0412363   0.0429704 0.000192719
          55   0.0466564   0.0430375 0.000200529
          56   0.0401412   0.0429857 0.000203508
          57   0.0402827   0.0429383 0.000205389
          58   0.0446184   0.0429673  0.00020388
          59   0.0473785   0.0430421 0.000213694
          60   0.0411777    0.043011  0.00021238
