0 8
8 17
17 23
23 3
3 42
42 30
30 2
2 43
43 36
36 46
46 1
1 10
10 4
4 27
27 11
11 25
25 49
49 5
5 35
35 15
15 24
24 12
12 14
14 26
26 40
40 32
32 22
22 48
48 21
21 13
13 41
41 16
16 34
34 47
47 37
37 33
33 44
44 18
18 28
28 20
20 38
38 6
6 29
29 7
7 19
19 45
45 31
31 39
39 9
9 0
