0 23
23 17
17 42
42 3
3 48
48 22
22 14
14 35
35 30
30 2
2 4
4 10
10 1
1 46
46 36
36 27
27 11
11 43
43 25
25 5
5 49
49 32
32 40
40 26
26 15
15 24
24 12
12 13
13 21
21 34
34 47
47 31
31 45
45 19
19 7
7 29
29 6
6 38
38 20
20 28
28 18
18 44
44 33
33 37
37 16
16 41
41 9
9 39
39 8
8 0
