0 3.07723 0
1 3.07723 0
2 2.9683 0.108928
3 3.05282 0.114352
4 3.07013 0.0902535
5 3.08168 0.0745903
6 3.0945 0.0643309
7 3.10011 0.0559941
8 3.08771 0.0509166
9 3.09935 0.0470056
10 3.08927 0.0436968
11 3.13299 0.0591858
12 3.13846 0.0547173
13 3.12572 0.0522376
14 3.14503 0.0523245
15 3.14467 0.0489463
16 3.14625 0.046004
17 3.15321 0.0439283
18 3.15765 0.0417882
19 3.17053 0.0416857
20 3.16186 0.0405879
21 3.15269 0.0397719
22 3.14555 0.0386683
23 3.14398 0.0370552
24 3.15484 0.037163
25 3.15548 0.0357108
26 3.14824 0.0351171
27 3.1468 0.0338702
28 3.14134 0.0331344
29 3.12913 0.0342609
30 3.13263 0.0333212
31 3.13806 0.0327169
32 3.1381 0.03171
33 3.13908 0.0307788
34 3.1503 0.0319236
35 3.14999 0.0310257
36 3.14563 0.0304897
37 3.14303 0.0297896
38 3.14135 0.0290647
39 3.13899 0.0284267
40 3.14058 0.0277702
41 3.14055 0.0271009
42 3.14203 0.0265044
43 3.14197 0.0258951
44 3.1373 0.0257393
45 3.14502 0.0263288
46 3.13877 0.0265093
47 3.14013 0.0259868
48 3.14732 0.0264454
49 3.14531 0.0259885
50 3.14113 0.0258147
51 3.14713 0.0260157
52 3.15081 0.0257834
53 3.14834 0.0254216
54 3.14876 0.0249587
55 3.14122 0.0256436
56 3.14063 0.0251964
57 3.13851 0.0248491
58 3.13548 0.024611
59 3.13953 0.0245333
60 3.13481 0.0245858
61 3.13291 0.02426
62 3.13457 0.0239294
63 3.13838 0.0238584
64 3.13564 0.0236482
65 3.13618 0.0232935
66 3.12803 0.0243484
67 3.12556 0.0241146
68 3.1253 0.0237639
69 3.12418 0.0234486
70 3.11858 0.0237855
71 3.12728 0.0250126
72 3.12618 0.024692
73 3.12432 0.024427
74 3.1225 0.0241671
75 3.11964 0.0240186
76 3.12074 0.02373
77 3.12018 0.0234305
78 3.12298 0.0233017
79 3.12319 0.0230095
80 3.12153 0.0227844
81 3.12511 0.0227884
82 3.12606 0.0225323
83 3.12906 0.022464
84 3.12845 0.0222065
85 3.13012 0.0220098
86 3.12816 0.021843
87 3.12866 0.021599
88 3.13026 0.0214152
89 3.13001 0.0211773
90 3.12846 0.021001
91 3.12928 0.0207878
92 3.13157 0.0206898
93 3.13099 0.0204767
94 3.13176 0.0202746
95 3.13251 0.0200764
96 3.12883 0.0202074
97 3.12654 0.0201305
98 3.12699 0.0199312
99 3.12744 0.0197359
100 3.12725 0.0195405
101 3.12675 0.0193542
102 3.12334 0.0194672
103 3.12048 0.0194908
104 3.11895 0.0193646
105 3.12007 0.0192137
106 3.11884 0.019073
107 3.11588 0.0191248
108 3.11498 0.01897
109 3.11409 0.0188176
110 3.11715 0.0188961
111 3.11388 0.0190107
112 3.11277 0.0188744
113 3.11386 0.0187401
114 3.11553 0.0186517
115 3.11845 0.0187181
116 3.11863 0.0185583
117 3.11935 0.0184146
118 3.12122 0.0183548
119 3.12036 0.0182217
120 3.12105 0.0180837
121 3.12173 0.0179478
122 3.12088 0.0178214
123 3.12356 0.0178793
124 3.12248 0.0177686
125 3.12394 0.0176873
126 3.122 0.0176542
127 3.12052 0.0175785
128 3.11995 0.017451
129 3.11894 0.0173458
130 3.1201 0.0172522
131 3.11889 0.0171639
132 3.122 0.017315
133 3.121 0.0172142
134 3.12067 0.0170893
135 3.12153 0.0169849
136 3.12099 0.0168692
137 3.12159 0.0167574
138 3.11984 0.0167286
