           1     1.77942     1.77942           0
           2     1.80732     1.79337  0.00986184
           3     1.79029     1.79234  0.00662792
           4     1.85249     1.80738   0.0139379
           5     1.86689     1.81928   0.0154156
           6     1.79737     1.81563    0.013272
           7     1.83505      1.8184   0.0116623
           8     1.90778     1.82957   0.0146068
           9     1.79479     1.82571   0.0134855
          10     1.77082     1.82022   0.0132069
          11     1.81273     1.81954   0.0120238
          12     1.84413     1.82159    0.011195
          13     1.88169     1.82621   0.0112481
          14     1.81306     1.82527   0.0104838
          15     1.79086     1.82298   0.0100328
          16     1.81194     1.82229  0.00942939
          17     1.81533     1.82188  0.00888359
          18     1.82869     1.82226  0.00839811
          19     1.88869     1.82575  0.00865338
          20     1.85117     1.82703  0.00831353
          21     1.85164      1.8282  0.00799987
          22     1.80189       1.827  0.00772512
          23     1.85968     1.82842   0.0075188
          24     1.86671     1.83002  0.00737278
          25     1.85112     1.83086  0.00712604
          26     1.80429     1.82984  0.00692487
          27     1.83078     1.82987  0.00666848
          28     1.82361     1.82965  0.00643408
          29     1.85657     1.83058  0.00627883
          30     1.82393     1.83036  0.00607345
          31     1.83355     1.83046   0.0058784
          32     1.82387     1.83025  0.00569831
          33     1.84968     1.83084  0.00555595
          34     1.85161     1.83145    0.005426
          35     1.84079     1.83172  0.00527753
          36      1.8631     1.83259  0.00520242
          37      1.8304     1.83253  0.00506215
          38     1.85729     1.83318   0.0049707
          39     1.90743     1.83509  0.00519502
          40     1.89073     1.83648  0.00524808
          41     1.84359     1.83665  0.00512294
          42     1.83366     1.83658  0.00500146
          43     1.86005     1.83713  0.00491483
          44     1.83938     1.83718  0.00480339
          45     1.86737     1.83785  0.00474327
          46     1.85865      1.8383  0.00466167
          47     1.86486     1.83887  0.00459662
          48     1.90305      1.8402   0.0046913
          49     1.87175     1.84085  0.00463952
          50     1.87473     1.84153  0.00459594
          51     1.82373     1.84118  0.00451905
          52     1.86495     1.84163  0.00445521
          53     1.93651     1.84342  0.00471712
          54     1.88583     1.84421  0.00469469
          55     1.91083     1.84542  0.00476305
          56     1.89819     1.84636  0.00477031
          57     1.78924     1.84536  0.00479072
          58     1.76975     1.84406  0.00488227
          59     1.80815     1.84345  0.00483729
          60     1.82179     1.84309  0.00477011
