           1    -5.25655    -5.25655           0
           2    -5.27101    -5.26378  0.00511021
           3     -5.2674    -5.26499  0.00354599
           4    -5.23348    -5.25711  0.00732056
           5    -5.26028    -5.25774  0.00588373
           6    -5.26064    -5.25823  0.00492289
           7    -5.22827    -5.25395  0.00578776
           8    -5.22705    -5.25059  0.00596152
           9    -5.22162    -5.24737  0.00610618
          10    -5.24522    -5.24715  0.00549935
          11     -5.2415    -5.24664  0.00502339
          12    -5.23575    -5.24573    0.004686
          13     -5.1749    -5.24028  0.00679043
          14    -5.21294    -5.23833  0.00658026
          15    -5.29327    -5.24199  0.00708796
          16    -5.24028    -5.24189  0.00664578
          17       -5.23    -5.24119  0.00629152
          18    -5.26311     -5.2424  0.00605871
          19     -5.2617    -5.24342  0.00582434
          20    -5.22108     -5.2423  0.00563921
          21    -5.18255    -5.23946  0.00604607
          22    -5.20574    -5.23792  0.00596227
          23    -5.26728     -5.2392  0.00583803
          24    -5.23207     -5.2389  0.00560234
          25    -5.20971    -5.23774   0.0054986
          26    -5.20517    -5.23648  0.00542788
          27    -5.24095    -5.23665  0.00522937
          28     -5.2254    -5.23625  0.00505803
          29    -5.19257    -5.23474  0.00510292
          30    -5.24968    -5.23524  0.00495705
          31    -5.26957    -5.23635  0.00491928
          32     -5.2617    -5.23714  0.00482894
          33    -5.31799    -5.23959  0.00526758
          34    -5.24018    -5.23961  0.00511268
          35    -5.22843    -5.23929  0.00497655
          36    -5.26265    -5.23994  0.00488046
          37     -5.2672    -5.24067  0.00480387
          38    -5.28999    -5.24197  0.00484961
          39    -5.28682    -5.24312  0.00485969
          40    -5.27311    -5.24387  0.00479567
          41    -5.27145    -5.24454  0.00472564
          42    -5.25508    -5.24479  0.00461978
          43    -5.17478    -5.24317  0.00479068
          44    -5.24476     -5.2432  0.00468194
          45    -5.24251    -5.24319  0.00457792
          46    -5.27128     -5.2438  0.00451894
          47    -5.31618    -5.24534  0.00467786
          48    -5.30134     -5.2465  0.00472366
          49    -5.21071    -5.24577   0.0046834
          50    -5.23454    -5.24555  0.00459512
          51    -5.23805     -5.2454  0.00450737
          52    -5.25013    -5.24549  0.00442161
          53    -5.22019    -5.24502  0.00436389
          54    -5.24545    -5.24502  0.00428308
          55    -5.31342    -5.24627  0.00438202
          56    -5.26177    -5.24654   0.0043125
          57    -5.27006    -5.24696  0.00425654
          58    -5.20755    -5.24628  0.00423703
          59    -5.18546    -5.24525  0.00428878
          60    -5.23151    -5.24502  0.00422341
          61    -5.22838    -5.24474  0.00416297
          62    -5.26018    -5.24499  0.00410327
          63    -5.24589    -5.24501  0.00403816
          64    -5.23215    -5.24481  0.00398006
          65    -5.22959    -5.24457   0.0039257
          66    -5.25374    -5.24471  0.00386868
          67    -5.20474    -5.24411  0.00385667
          68    -5.21965    -5.24376  0.00381669
          69    -5.22246    -5.24345  0.00377384
          70     -5.2716    -5.24385  0.00374129
          71    -5.21094    -5.24339  0.00371719
          72    -5.23054    -5.24321  0.00366984
          73    -5.27315    -5.24362  0.00364242
          74     -5.2664    -5.24392  0.00360618
          75    -5.22835    -5.24372  0.00356407
          76    -5.25777     -5.2439  0.00352197
          77    -5.27681    -5.24433  0.00350206
          78    -5.23089    -5.24416   0.0034614
          79    -5.26596    -5.24443  0.00342857
          80    -5.27471    -5.24481  0.00340654
          81    -5.24913    -5.24486   0.0033649
          82    -5.24222    -5.24483  0.00332402
          83    -5.30254    -5.24553  0.00335588
          84    -5.23832    -5.24544  0.00331703
          85    -5.21784    -5.24512  0.00329387
          86    -5.26501    -5.24535  0.00326367
          87    -5.27789    -5.24572  0.00324753
          88    -5.20003     -5.2452  0.00325187
          89     -5.2296    -5.24503  0.00322005
          90     -5.1758    -5.24426  0.00327486
          91    -5.25709     -5.2444  0.00324191
          92    -5.21508    -5.24408  0.00322229
          93    -5.26107    -5.24426  0.00319282
          94    -5.21527    -5.24396  0.00317372
          95    -5.24041    -5.24392  0.00314053
          96    -5.23301     -5.2438  0.00310988
          97    -5.26247      -5.244  0.00308377
          98    -5.28209    -5.24439   0.0030767
          99    -5.27746    -5.24472  0.00306371
         100    -5.24926    -5.24477  0.00303341
