0.00641241             0             0
0.0192372             0             0
0.032062             0             0
0.0448869             0             0
0.0577117             0             0
0.0705365             0             0
0.0833613             0             0
0.0961861             0             0
0.109011             0             0
0.121836             0             0
0.134661             0             0
0.147485             0             0
0.16031             0             0
0.173135             0             0
0.18596             0             0
0.198785             0             0
0.21161             0             0
0.224434             0             0
0.237259             0             0
0.250084             0             0
0.262909             0             0
0.275734             0             0
0.288558             0             0
0.301383             0             0
0.314208             0             0
0.327033             0             0
0.339858             0             0
0.352683             0             0
0.365507             0             0
0.378332             0             0
0.391157             0             0
0.403982             0             0
0.416807             0             0
0.429631             0             0
0.442456             0             0
0.455281             0             0
0.468106             0             0
0.480931             0             0
0.493756             0             0
0.50658             0             0
0.519405             0             0
0.53223             0             0
0.545055             0             0
0.55788             0             0
0.570704             0             0
0.583529             0             0
0.596354             0             0
0.609179             0             0
0.622004             0             0
0.634829             0             0
0.647653             0             0
0.660478             0             0
0.673303             0             0
0.686128             0             0
0.698953             0             0
0.711777             0             0
0.724602             0             0
0.737427             0             0
0.750252             0             0
0.763077             0             0
0.775902             0             0
0.788726             0             0
0.801551             0             0
0.814376             0             0
0.827201             0             0
0.840026             0             0
0.852851             0             0
0.865675   0.000537635   5.33825e-05
0.8785             0             0
0.891325     0.0014536   0.000143347
0.90415     0.0107673    0.00105925
0.916975     0.0324141    0.00318144
0.929799      0.109388     0.0107402
0.942624      0.244917     0.0240652
0.955449      0.450313     0.0442488
0.968274      0.732786     0.0719509
0.981099       1.09707        0.1078
0.993924       1.47671      0.145052
1.00675       1.78369       0.17519
1.01957       2.18805      0.214983
1.0324       2.46187      0.241993
1.04522       2.59021      0.254453
1.05805       2.73845      0.269035
1.07087       2.72103      0.267429
1.0837       2.73619      0.268807
1.09652        2.7296      0.268293
1.10935       2.52519      0.248035
1.12217        2.4675      0.242413
1.135       2.35416      0.231265
1.14782       2.24024      0.220109
1.16065       2.05179      0.201493
1.17347        2.0383      0.200123
1.1863        1.8719      0.183868
1.19912       1.79307      0.176045
1.21195       1.66004      0.163067
1.22477       1.59445      0.156673
1.2376       1.52517      0.149735
1.25042       1.43974      0.141506
1.26324       1.35482      0.133067
1.27607       1.22201      0.119955
1.28889       1.18512      0.116432
1.30172       1.14121      0.112118
1.31454       1.09329       0.10747
1.32737       1.07819      0.105941
1.34019      0.993176     0.0975692
1.35302      0.967916      0.095074
1.36584       0.91965     0.0903474
1.37867       0.85434     0.0839219
1.39149      0.834073     0.0819303
1.40432      0.825453     0.0811333
1.41714      0.818384      0.080349
1.42997      0.808761     0.0794987
1.44279      0.771782     0.0758028
1.45562      0.788659     0.0774834
1.46844      0.734156     0.0720792
1.48127      0.719182      0.070644
1.49409      0.722915     0.0710019
1.50692      0.694043     0.0681386
1.51974      0.678221     0.0666015
1.53257      0.693808     0.0681314
1.54539      0.696115     0.0683164
1.55822      0.698341     0.0686099
1.57104      0.694981      0.068221
1.58387      0.673017     0.0660698
1.59669      0.692133     0.0679734
1.60951      0.715084     0.0702205
1.62234      0.707572     0.0694408
1.63516      0.732066     0.0718629
1.64799       0.71461     0.0701339
1.66081      0.760262     0.0746729
1.67364      0.749367     0.0735317
1.68646      0.764529     0.0750083
1.69929      0.774693     0.0760166
1.71211      0.786906     0.0773001
1.72494      0.818408      0.080389
1.73776      0.820869     0.0805804
1.75059      0.839775     0.0824628
1.76341      0.865993     0.0850502
1.77624      0.893713     0.0877845
1.78906      0.915758     0.0899407
1.80189      0.917508     0.0901224
1.81471      0.968266     0.0951145
1.82754      0.999012     0.0981445
1.84036      0.997916     0.0980417
1.85319       1.05319      0.103496
1.86601       1.04814      0.102981
1.87884       1.08087      0.106243
1.89166       1.11154      0.109253
1.90449       1.13804      0.111849
1.91731       1.12479      0.110518
1.93014       1.14665      0.112682
1.94296        1.1943      0.117391
1.95578       1.18561      0.116512
1.96861       1.19404      0.117311
1.98143       1.20578      0.118454
1.99426       1.22709      0.120519
2.00708       1.21807      0.119679
2.01991       1.23689      0.121547
2.03273       1.24392      0.122188
2.04556       1.29251      0.127055
2.05838       1.29493      0.127281
2.07121       1.26287      0.124106
2.08403       1.28829      0.126569
2.09686       1.29925      0.127691
2.10968       1.26455      0.124221
2.12251       1.26711      0.124499
2.13533        1.2536      0.123172
2.14816       1.25132      0.122943
2.16098       1.24626      0.122442
2.17381       1.26863      0.124682
2.18663       1.21454       0.11935
2.19946       1.20626      0.118558
2.21228        1.1694      0.114853
2.22511       1.17211      0.115194
2.23793       1.15842      0.113836
2.25076        1.1541      0.113395
2.26358       1.12812      0.110848
2.27641       1.09232       0.10731
2.28923       1.10315      0.108349
2.30206       1.06814       0.10492
2.31488       1.05257       0.10339
2.3277       1.03806      0.101966
2.34053       1.03016      0.101184
2.35335       1.02037      0.100194
2.36618        1.0214      0.100287
2.379       1.00139     0.0983228
2.39183      0.997461     0.0979728
2.40465       1.00306     0.0985156
2.41748      0.962953     0.0945475
2.4303      0.984036      0.096655
2.44313      0.954651     0.0937634
2.45595      0.947592      0.093059
2.46878       0.92982     0.0912822
2.4816      0.949852      0.093261
2.49443      0.928549     0.0911325
2.50725      0.914028     0.0897443
2.52008      0.940225     0.0923433
2.5329      0.912531     0.0895822
2.54573      0.895947     0.0879556
2.55855      0.912058     0.0895701
