           1      9.6709      9.6709           0
           2     9.66854     9.66972 0.000833485
           3     9.59966     9.64637   0.0190746
           4      9.6028     9.63547   0.0171361
           5      9.6309     9.63456   0.0137334
           6      9.6325     9.63422   0.0114488
           7     9.63422     9.63422  0.00981323
           8     9.57089      9.6263   0.0113381
           9     9.66377     9.63046   0.0108155
          10     9.59275     9.62669   0.0103707
          11     9.66297     9.62999  0.00993841
          12      9.5994     9.62744  0.00943153
          13     9.65621     9.62965  0.00896189
          14     9.59342     9.62707  0.00868748
          15     9.63132     9.62735  0.00811295
          16     9.55971     9.62312  0.00863741
          17     9.68639     9.62684  0.00889506
          18     9.59196     9.62491  0.00860939
          19     9.58624     9.62287  0.00839328
          20     9.65057     9.62426  0.00808706
          21     9.56682     9.62152  0.00815134
          22     9.68043      9.6242  0.00820881
          23     9.67103     9.62623  0.00810047
          24     9.65321     9.62736  0.00784056
          25      9.5482     9.62419  0.00814117
          26     9.65366     9.62533  0.00790656
          27     9.63151     9.62555  0.00761703
          28     9.68847      9.6278  0.00766924
          29     9.62061     9.62755  0.00740879
          30     9.59537     9.62648  0.00723909
          31     9.60857      9.6259  0.00702858
          32     9.59893     9.62506  0.00685929
          33     9.51659     9.62177  0.00739717
          34     9.71606     9.62455  0.00768186
          35     9.64515     9.62514  0.00748491
          36     9.61863     9.62495  0.00727918
          37     9.62955     9.62508   0.0070835
          38      9.6457     9.62562  0.00691786
          39      9.5986     9.62493  0.00677509
          40     9.61407     9.62466  0.00661116
          41     9.62392     9.62464  0.00644993
          42     9.65877     9.62545  0.00634734
          43     9.59284     9.62469  0.00624488
          44      9.5806     9.62369  0.00618284
          45     9.61452     9.62349   0.0060488
          46     9.62343     9.62349   0.0059173
          47     9.64145     9.62387  0.00580373
          48     9.63756     9.62415  0.00568982
          49     9.63391     9.62435  0.00557719
          50     9.62947     9.62446  0.00546659
