           1    0.793839    0.793839           0
           2    0.794613    0.794226  0.00027358
           3    0.804666    0.797706  0.00284726
           4    0.801467    0.798646  0.00228547
           5    0.802184    0.799354  0.00193478
           6    0.802169    0.799823  0.00166826
           7    0.797534    0.799496  0.00146163
           8    0.808496    0.800621  0.00165623
           9    0.793132    0.799789  0.00166817
          10    0.803375    0.800147  0.00153942
          11    0.794582    0.799642  0.00148028
          12    0.804391    0.800037  0.00140885
          13    0.797512    0.799843   0.0013138
          14    0.802907    0.800062  0.00123806
          15    0.797444    0.799887  0.00116776
          16    0.807175    0.800343  0.00118026
          17    0.790448    0.799761  0.00124612
          18    0.805474    0.800078  0.00121664
          19    0.802622    0.800212  0.00115995
          20    0.797144    0.800059  0.00111205
          21    0.807986    0.800436  0.00112134
          22    0.795454     0.80021    0.001093
          23     0.79831    0.800127  0.00104859
          24    0.796941    0.799994  0.00101327
          25    0.804657    0.800181 0.000989754
          26    0.794476    0.799961 0.000975704
          27    0.802667    0.800062 0.000944698
          28    0.790518    0.799721 0.000970499
          29     0.80212    0.799804 0.000940552
          30    0.802951    0.799908 0.000915034
          31    0.802162    0.799981   0.0008884
          32     0.80329    0.800085 0.000866633
          33    0.811856    0.800441  0.00091083
          34    0.785263    0.799995 0.000987401
          35    0.799114     0.79997 0.000959511
          36    0.801984    0.800026 0.000934488
          37    0.801067    0.800054 0.000909655
          38    0.797917    0.799998 0.000887454
          39    0.802764    0.800068  0.00086753
          40    0.800834    0.800088 0.000846053
          41    0.800589      0.8001 0.000825506
          42    0.795632    0.799993 0.000812675
          43    0.805471    0.800121 0.000803696
          44    0.803627    0.800201  0.00078937
          45    0.802246    0.800246 0.000773136
          46    0.799744    0.800235 0.000756406
          47    0.797667     0.80018 0.000742283
          48     0.79832    0.800142 0.000727829
          49    0.800376    0.800146 0.000712991
          50    0.802083    0.800185 0.000699783
