0.0161583             0             0
0.0484748             0             0
0.0807913             0             0
0.113108             0             0
0.145424             0             0
0.177741             0             0
0.210057             0             0
0.242374             0             0
0.27469             0             0
0.307007             0             0
0.339323             0             0
0.37164             0             0
0.403957             0             0
0.436273             0             0
0.46859             0             0
0.500906             0             0
0.533223             0             0
0.565539             0             0
0.597856             0             0
0.630172             0             0
0.662489             0             0
0.694805             0             0
0.727122             0             0
0.759438             0             0
0.791755             0             0
0.824071             0             0
0.856388             0             0
0.888704   0.000694239   8.75356e-05
0.921021     0.0236969    0.00296138
0.953337      0.157737     0.0197039
0.985654      0.451649     0.0564621
1.01797      0.841235      0.105188
1.05029       1.16815      0.146106
1.0826        1.3445       0.16811
1.11492       1.42342      0.178097
1.14724       1.40099      0.175218
1.17955       1.36146      0.170335
1.21187        1.3009      0.162798
1.24419       1.21646      0.152223
1.2765       1.08765       0.13604
1.30882       1.06132      0.132884
1.34114      0.986684       0.12349
1.37345      0.926036      0.115903
1.40577       0.88687      0.111016
1.43809      0.841501      0.105335
1.4704      0.816911      0.102273
1.50272      0.784854     0.0981744
1.53503      0.763804     0.0955933
1.56735      0.724217     0.0906368
1.59967      0.727978     0.0911344
1.63198      0.711144     0.0890309
1.6643      0.703958     0.0881759
1.69662       0.69987     0.0876654
1.72893      0.684125      0.085656
1.76125      0.667793     0.0836084
1.79357      0.679689     0.0851084
1.82588      0.670942     0.0840286
1.8582       0.65945     0.0825556
1.89052      0.654497      0.081908
1.92283      0.656646     0.0822127
1.95515      0.655687     0.0821024
1.98747      0.635385     0.0795122
2.01978      0.652604     0.0817163
2.0521      0.659667     0.0826014
2.08442      0.646603     0.0809476
2.11673      0.656718     0.0822012
2.14905      0.662323     0.0829456
2.18137      0.655505     0.0820386
2.21368       0.65673     0.0822097
2.246      0.649402      0.081287
2.27831       0.65576      0.082106
2.31063      0.656183     0.0821855
2.34295      0.651823     0.0816279
2.37526      0.651771     0.0816754
2.40758      0.657237     0.0823571
2.4399      0.659593     0.0826516
2.47221      0.658745     0.0825236
2.50453      0.663445     0.0831143
2.53685      0.651766     0.0816566
2.56916      0.654031     0.0819528
2.60148      0.659576      0.082658
2.6338      0.654926     0.0820823
2.66611      0.645964     0.0809357
2.69843      0.652056     0.0817128
2.73075      0.649085     0.0813377
2.76306      0.646904     0.0810556
2.79538      0.652147     0.0817067
2.8277       0.64767     0.0811248
2.86001      0.646359     0.0809663
2.89233      0.650362     0.0814926
2.92465      0.648036     0.0811924
2.95696      0.648556     0.0812621
2.98928      0.648373     0.0812405
3.02159      0.655023     0.0820924
3.05391      0.648989     0.0813232
3.08623      0.648491     0.0812729
3.11854      0.647548     0.0811337
3.15086       0.64383     0.0807124
3.18318      0.651929     0.0817255
3.21549      0.643598     0.0806673
3.24781      0.648658     0.0813286
3.28013      0.651485     0.0816642
3.31244      0.651267      0.081648
3.34476       0.64962      0.081468
3.37708      0.648095     0.0812523
3.40939      0.648019     0.0812557
3.44171      0.648242     0.0812768
3.47403      0.648863     0.0813684
3.50634      0.648241      0.081286
3.53866      0.644395     0.0808113
3.57098      0.654006      0.082009
3.60329      0.651622     0.0817078
3.63561      0.653587       0.08196
3.66793      0.650725     0.0816094
3.70024      0.651094     0.0816428
3.73256      0.646689     0.0810735
3.76487      0.648706     0.0813459
3.79719      0.647938     0.0812485
3.82951      0.650882     0.0816331
3.86182       0.64398     0.0807702
3.89414      0.651061     0.0816664
3.92646       0.64301     0.0806433
3.95877      0.646994     0.0811498
3.99109      0.644948     0.0808862
4.02341      0.644613     0.0808439
4.05572      0.644108     0.0807769
4.08804      0.640056     0.0802605
4.12036      0.644827     0.0808611
4.15267      0.637242     0.0798907
4.18499      0.642334     0.0805385
4.21731      0.636908     0.0798606
4.24962      0.638487     0.0800575
4.28194      0.641051     0.0803823
4.31426      0.640893     0.0803694
4.34657      0.643688     0.0807133
4.37889       0.63921       0.08016
4.41121      0.635768     0.0796977
4.44352      0.639511     0.0801859
4.47584      0.636126      0.079754
4.50815       0.63919     0.0801412
4.54047      0.639173     0.0801508
4.57279      0.633943     0.0794895
4.6051      0.629276     0.0788924
4.63742      0.634263     0.0795299
4.66974      0.637196     0.0799095
4.70205      0.636096     0.0797798
4.73437      0.636299     0.0797986
4.76669      0.640076     0.0802724
4.799      0.636511     0.0798362
4.83132      0.640008     0.0802618
4.86364       0.63659     0.0798275
4.89595      0.633201     0.0793867
4.92827      0.636021      0.079754
4.96059       0.64335     0.0806921
4.9929      0.642279     0.0805485
5.02522      0.645239     0.0809112
5.05754      0.643583     0.0807146
5.08985      0.648437     0.0813313
5.12217      0.645233     0.0809218
5.15448      0.647374     0.0811839
5.1868      0.642572     0.0805805
5.21912      0.645618     0.0809737
5.25143      0.643517     0.0807025
5.28375      0.645516     0.0809808
5.31607      0.647497     0.0812215
5.34838      0.644373     0.0808067
5.3807      0.641647     0.0804694
5.41302      0.645637     0.0809835
5.44533      0.643264     0.0806753
5.47765      0.645738     0.0809835
5.50997      0.641685     0.0804793
5.54228      0.643838     0.0807577
5.5746      0.641217      0.080418
5.60692      0.642255     0.0805541
5.63923        0.6462     0.0810561
5.67155      0.641352     0.0804358
5.70387      0.645053     0.0809152
5.73618      0.643653     0.0807384
5.7685       0.64857     0.0813523
5.80082      0.647842     0.0812718
5.83313      0.646982     0.0811654
5.86545      0.649951     0.0815461
5.89776      0.653078     0.0819456
5.93008      0.650399     0.0815974
5.9624      0.649016     0.0814217
5.99471      0.651495     0.0817418
6.02703      0.648518     0.0813677
6.05935      0.647131      0.081199
6.09166      0.651397     0.0817348
6.12398      0.652842     0.0819325
6.1563      0.650598     0.0816355
6.18861      0.658059     0.0825761
6.22093      0.650021     0.0815535
6.25325      0.653484     0.0819951
6.28556      0.653194     0.0819524
6.31788      0.654515     0.0821254
6.3502      0.654964      0.082187
6.38251      0.652356     0.0818543
6.41483      0.654431     0.0821231
6.44715      0.653182     0.0819566
