31.5428		39.7227		3.49002
31.5428		39.0356		3.46721
31.5428		38.2361		3.40564
31.5428		37.515		3.34765
31.5428		36.9801		3.41076
31.3947		36.458		3.41135
31.1661		35.8558		3.35498
27.4293		35.4306		3.39811
27.4293		35.0571		3.47597
27.4293		34.6082		3.40786
27.4293		34.1218		3.55792
27.4293		33.8446		3.49333
26.7939		33.4201		3.36687
26.7939		33.0876		3.39428
24.3118		32.6818		3.22871
24.3118		32.3265		3.14149
24.3118		31.8806		3.31081
24.3118		31.6166		3.23058
24.3118		31.235		3.39606
24.3118		30.8387		3.23814
24.3118		30.5169		3.31674
24.1654		30.0721		3.31819
24.1654		29.6979		3.32879
23.896		29.3627		3.36615
23.896		29.0501		3.50753
23.896		28.568		3.61307
23.896		28.2167		3.4629
23.896		27.8512		3.55089
23.896		27.4316		3.67555
23.896		27.0569		3.51083
23.2755		26.7554		3.42647
23.2755		26.5399		3.37998
23.2755		26.3371		3.29301
23.2755		26.0458		3.24829
23.2755		25.8007		3.25265
23.2755		25.5236		3.0909
22.8876		25.2975		2.96759
22.8876		25.1098		3.01589
22.8876		24.9056		2.96384
22.8698		24.7002		2.89923
22.5287		24.5085		2.99634
22.5287		24.363		3.20093
22.5287		24.2151		3.17766
22.0232		24.1041		3.12429
22.0232		23.982		3.14722
22.0232		23.8815		2.95258
22.0232		23.7493		2.87324
22.0232		23.6268		2.83474
21.6674		23.4609		2.69102
21.6582		23.3946		2.95907
21.6582		23.2582		2.93854
20.694		23.0968		3.04748
20.694		23.0084		2.72918
20.694		22.9168		2.51139
20.694		22.819		2.65611
20.693		22.7288		2.75046
20.3165		22.6614		2.70517
20.3165		22.5901		2.70036
20.3155		22.498		2.55354
20.3155		22.389		2.69008
20.3155		22.2677		2.58303
20.0112		22.1314		2.5978
19.6732		21.9793		2.60039
19.419		21.8117		2.83079
19.419		21.5685		2.6658
19.419		21.3858		3.08759
19.419		21.1957		2.91663
19.419		20.9304		2.71723
19.3978		20.7125		3.17871
19.3978		20.6013		3.44353
19.1251		20.4435		3.10964
19.1241		20.2883		3.10193
19.1241		20.1003		3.03607
19.1241		19.9228		2.50652
17.9914		19.7662		2.64723
17.9914		19.6274		2.67129
17.9914		19.5368		2.65603
17.9914		19.4606		2.66247
17.9914		19.3821		2.78764
17.9914		19.3522		2.45543
17.9022		19.2481		2.45386
17.8239		19.1566		2.61127
17.8239		19.0627		2.68153
17.8239		18.9293		2.82299
17.8239		18.8137		2.69133
17.7347		18.6343		2.63618
17.7347		18.4726		2.6186
17.6806		18.3523		2.53667
17.6806		18.2428		2.67419
17.5804		18.0772		2.7758
17.5131		18.0147		2.68843
17.5131		17.9979		2.69703
17.5131		17.9759		2.70663
17.5131		17.9434		3.2325
16.603		17.9095		3.16569
16.603		17.8812		2.95916
16.4355		17.8429		2.50235
16.4355		17.7686		2.70806
16.4355		17.7169		2.60205
16.4355		17.6354		2.5706
16.4355		17.5649		2.63594
16.4355		17.5056		2.70237
16.4307		17.4219		2.70991
16.4307		17.3241		2.73
16.0668		17.219		3.75895
16.0668		17.1146		3.08734
16.0668		16.9706		3.11672
15.9857		16.8134		3.11675
15.9809		16.6815		2.82806
15.4988		16.5647		2.69587
15.4988		16.4991		2.62881
15.4988		16.4367		2.87722
15.4988		16.3767		2.84201
15.4988		16.3088		2.41252
15.4941		16.2276		3.01614
15.4941		16.1443		2.49324
15.4941		16.017		2.51468
15.4941		15.9596		2.74356
15.4918		15.9094		2.64944
15.4918		15.8688		2.66935
15.4918		15.8088		2.65628
15.4918		15.7365		2.80217
15.4918		15.6705		2.78475
15.4914		15.6178		2.97601
15.4914		15.5932		2.83677
15.4914		15.5766		3.0141
15.4914		15.5735		3.02291
15.4844		15.5726		2.8569
15.4844		15.5715		2.89518
15.4844		15.5702		2.85766
15.4844		15.5697		2.86111
15.4844		15.5688		2.7589
15.4844		15.568		2.6707
15.4771		15.5671		2.84136
15.4771		15.5663		2.82305
15.4771		15.5656		2.67844
15.4771		15.5644		2.64358
15.4771		15.5627		2.53228
15.2432		15.5601		2.6703
15.2432		15.557		2.49917
15.2432		15.5528		2.44877
15.2432		15.5473		2.45308
15.2432		15.5382		2.39004
15.2432		15.5219		2.48962
15.2432		15.5091		2.61307
15.2432		15.4901		2.65546
15.2432		15.4621		2.66368
15.2432		15.4422		3.22344
15.2432		15.413		3.36523
14.8626		15.3712		2.74147
14.8626		15.3226		3.19902
14.8626		15.3118		3.05019
14.8626		15.3046		2.9417
14.8626		15.2965		3.41446
14.8626		15.2836		3.03311
14.6144		15.2731		2.62533
14.6144		15.2516		2.66775
14.6144		15.2297		2.57737
14.6144		15.1944		2.69038
14.6144		15.1418		3.34473
14.6144		15.0783		3.42436
14.6144		14.9815		3.28946
14.6144		14.8626		3.30372
14.6144		14.8229		3.79252
14.1956		14.7904		3.54453
14.1956		14.7403		3.65505
14.1956		14.6918		3.13151
14.1956		14.6811		3.16419
14.1956		14.6719		3.41718
14.1956		14.6583		2.60359
14.0076		14.6402		2.72225
14.0076		14.6205		2.70732
14.0076		14.5974		2.75424
14.0076		14.5628		2.53899
13.7007		14.5088		2.78689
13.7007		14.4541		2.96191
13.7007		14.3878		3.05369
13.7007		14.3007		2.68826
13.7007		14.2166		3.07604
13.7007		14.1851		3.06251
13.7007		14.1508		2.9387
13.7007		14.1006		2.98045
13.7007		14.057		3.0525
13.6988		13.9985		3.15555
13.6986		13.9509		3.43542
13.6986		13.8981		3.23095
13.6986		13.8599		3.01282
13.6986		13.8175		2.86999
13.6986		13.7741		3.10962
13.6986		13.7695		2.75341
13.6986		13.7691		2.70789
13.6986		13.7691		2.84902
13.6975		13.769		2.54618
13.6975		13.7689		2.6426
13.6975		13.7688		2.7499
13.6975		13.7687		2.79923
13.6975		13.7686		2.53867
13.6975		13.7684		2.91397
13.6975		13.7682		3.27063
13.6975		13.7681		3.13029
13.5269		13.767		3.23073
13.5269		13.7666		2.88987
13.5269		13.7654		2.91059
13.5269		13.7631		2.91968
13.5269		13.7577		2.88915
13.5269		13.7566		2.87412
13.5269		13.7539		2.90039
13.5269		13.7493		3.26562
13.52		13.7423		3.24267
13.52		13.7355		3.22469
13.52		13.7256		3.10459
13.52		13.7205		3.08097
13.5168		13.7114		3.03322
13.5168		13.6957		3.49691
13.5168		13.6749		3.46371
13.5168		13.6627		3.889
13.5122		13.6381		3.53717
13.5122		13.6127		3.77014
13.3033		13.591		3.77605
13.3033		13.5892		3.6977
13.3033		13.585		3.22212
13.3033		13.577		2.95053
13.3033		13.5736		2.84904
13.3033		13.5659		2.66768
13.3033		13.5593		3.30687
13.3033		13.5493		2.7929
13.3033		13.5436		2.93776
13.2956		13.5269		3.29739
13.2956		13.5146		3.2145
13.2956		13.5039		2.93157
13.2956		13.4856		2.97155
13.2956		13.45		3.12346
13.2956		13.4144		3.14443
13.2956		13.3857		3.01508
13.2956		13.3688		2.80089
13.2956		13.3683		2.80119
13.2956		13.3678		2.79358
13.2956		13.3673		2.73892
13.2956		13.3665		2.92575
13.2956		13.3656		2.9745
13.2956		13.3643		2.97446
13.2956		13.3627		2.97732
13.2956		13.3621		2.74711
13.2956		13.3621		3.27696
13.2956		13.3621		3.22008
13.2956		13.3621		3.4099
13.2956		13.3621		3.35691
13.2956		13.3621		2.91375
13.2956		13.3621		3.17738
13.2956		13.3621		3.07922
13.2956		13.3621		2.94387
13.2956		13.3621		2.74195
13.2956		13.3621		2.81559
13.2956		13.3621		2.91716
13.2956		13.3621		2.86785
13.2956		13.3621		2.81385
13.2956		13.3621		2.73958
13.2956		13.3621		2.8728
13.2956		13.3621		2.92071
13.2956		13.3621		2.99907
13.2956		13.3621		3.06747
13.2956		13.3621		3.23719
13.2956		13.3621		3.13909
13.2956		13.3621		3.03868
13.2956		13.3621		3.38233
13.2956		13.3621		2.91732
13.2956		13.3621		3.04414
13.2956		13.3621		3.14112
13.2956		13.3621		3.00996
13.2956		13.3621		3.08797
13.2956		13.3621		3.15851
13.2956		13.3621		3.30786
13.2956		13.3621		3.27024
13.2956		13.3621		3.29779
13.2956		13.3621		3.09782
13.2956		13.3621		3.22819
13.2956		13.3621		3.31975
13.2956		13.3621		3.13103
13.2956		13.3621		2.87212
13.2956		13.3621		2.71725
13.2956		13.3621		2.76905
13.2956		13.3621		2.85252
13.2956		13.3621		2.90415
13.2956		13.3621		3.21633
13.2956		13.3621		3.2536
13.2956		13.3621		3.11865
13.2956		13.3621		3.40238
13.2956		13.3621		3.46078
13.2956		13.3621		3.25265
13.2956		13.3621		3.0812
13.2956		13.3621		2.78892
13.2956		13.3621		2.75491
13.2956		13.3621		2.68982
13.2956		13.3621		2.74039
13.2956		13.3621		2.74292
13.2956		13.3621		2.62828
13.2956		13.3621		2.74538
13.2956		13.3621		2.99427
13.2956		13.3621		2.802
13.2901		13.362		2.89207
13.0764		13.3609		3.6377
13.0764		13.3599		3.62088
13.0764		13.3599		3.06699
13.0764		13.3587		3.10361
