0 25
25 9
9 7
7 23
23 10
10 27
27 5
5 8
8 13
13 2
2 15
15 12
12 24
24 4
4 26
26 28
28 18
18 16
16 20
20 1
1 32
32 29
29 6
6 3
3 31
31 22
22 21
21 19
19 33
33 14
14 11
11 30
30 17
17 0
