13.933		17.2799		1.3611
13.833		16.9962		1.36341
13.833		16.659		1.35265
13.833		16.3667		1.34237
13.833		16.1336		1.33277
13.833		15.9019		1.36481
13.833		15.7096		1.30825
13.5604		15.5065		1.28589
13.5604		15.351		1.29713
12.5624		15.1583		1.31463
12.5624		15.0237		1.33142
12.5624		14.9376		1.28756
12.5624		14.793		1.29151
12.5624		14.6835		1.26415
12.5624		14.5631		1.20527
12.5624		14.4513		1.17061
12.5336		14.3299		1.20224
12.5336		14.2442		1.21698
12.5336		14.1313		1.26352
12.5336		14.0219		1.23592
12.519		13.9093		1.2227
12.519		13.811		1.22409
12.519		13.7165		1.21723
12.3224		13.6273		1.19739
11.6897		13.4791		1.28148
11.6897		13.3315		1.34021
11.6897		13.2131		1.23167
11.6897		13.0669		1.32319
11.2799		12.9545		1.36533
11.2799		12.8619		1.30927
11.2799		12.7443		1.28791
11.2799		12.6618		1.2131
11.267		12.5755		1.20021
11.267		12.5048		1.12751
11.267		12.464		1.15452
11.267		12.4125		1.09454
11.267		12.3645		1.03111
11.267		12.3237		1.00919
11.267		12.2624		1.04873
11.267		12.1781		1.04276
11.1997		12.0976		1.11711
11.1997		12.032		1.25662
11.0549		11.9674		1.23919
10.8018		11.9085		1.24525
10.8018		11.8368		1.2277
10.8018		11.7412		1.16446
10.8018		11.6274		1.09939
10.5897		11.5248		1.06103
10.5897		11.4437		1.07263
10.5897		11.3892		1.16289
10.5739		11.3342		1.17936
10.5739		11.2849		1.14867
10.5739		11.2627		1.0401
10.1289		11.2191		0.965588
10.1289		11.1889		1.0069
10.1289		11.1659		1.01654
10.1289		11.1203		0.989131
10.1289		11.0757		1.05449
10.1289		11.0335		0.964881
10.1289		10.9693		1.03576
10.1214		10.8995		1.01697
10.1214		10.8427		0.974218
10.1214		10.7801		0.964119
10.1214		10.7075		1.04288
9.8215		10.6448		0.992002
9.8215		10.5965		1.1349
9.59338		10.5273		1.02941
9.59338		10.4622		0.96504
9.47209		10.3917		1.12098
9.08605		10.3305		1.21481
8.98828		10.2526		1.09422
8.98828		10.1597		1.12481
8.97536		10.0685		1.07994
8.97536		9.98745		0.918438
8.97536		9.89528		0.992597
8.73851		9.78841		0.990127
8.34575		9.69165		1.06132
8.34575		9.61348		1.10586
8.34575		9.51088		1.17105
8.34575		9.41043		1.01244
8.34575		9.29002		1.01466
8.34575		9.20074		1.09783
8.34575		9.10665		1.16435
8.34575		9.02066		1.17889
8.34575		8.99155		1.10062
8.23865		8.95532		1.05925
8.23865		8.91795		0.975321
8.23865		8.88783		0.989812
8.23448		8.84675		1.04004
8.00056		8.79634		1.04827
8.00056		8.72188		0.995887
8.00056		8.65671		1.05285
7.7792		8.57769		1.05324
7.7792		8.49687		1.24774
7.76679		8.41966		1.23119
7.76679		8.37385		1.15032
7.76679		8.34865		1.03717
7.76679		8.30621		1.0966
7.76679		8.24992		1.02649
7.76679		8.17637		1.03255
7.76679		8.1223		1.03955
7.76679		8.08494		1.07296
7.35321		8.03008		1.11645
7.35321		7.97371		1.1412
7.35321		7.92511		1.50434
7.35321		7.8969		1.24702
7.33341		7.85875		1.26456
7.33341		7.81265		1.30802
7.33341		7.76539		1.15448
7.33341		7.737		1.04105
7.33341		7.70221		1.00602
7.33341		7.67226		1.208
7.33341		7.63506		1.21503
7.23597		7.56885		1.07182
7.16467		7.51053		1.30641
7.16467		7.45962		1.06415
7.16467		7.40665		1.09374
7.16467		7.38475		1.15973
7.12353		7.36637		1.07725
7.12353		7.35874		1.08836
7.12353		7.34195		1.0981
7.04026		7.32148		1.21764
7.04026		7.30654		1.206
7.04026		7.28818		1.29032
6.94245		7.26569		1.22738
6.94245		7.23045		1.33603
6.79994		7.21011		1.37184
6.79994		7.18644		1.27423
6.79994		7.16043		1.27001
6.79994		7.13205		1.12587
6.79994		7.11265		1.2501
6.79994		7.08122		1.19777
6.71219		7.05109		1.28418
6.71219		7.02275		1.24767
6.71219		6.99644		1.23201
6.71219		6.97552		1.19432
6.71219		6.94744		1.13527
6.71219		6.90931		1.0783
6.71219		6.87933		1.07551
6.71219		6.85686		1.01424
6.71219		6.82337		1.05969
6.71219		6.81334		1.01796
6.71219		6.80413		0.999892
6.71219		6.79492		1.04618
6.56707		6.78278		1.07485
6.50073		6.76799		1.07521
6.50073		6.75088		1.0833
6.50073		6.7386		1.36636
6.50073		6.73254		1.24311
6.50073		6.72679		1.33147
6.50073		6.72176		1.35007
6.50073		6.71134		1.25493
6.50073		6.69696		1.22229
6.50073		6.68828		1.36586
6.50073		6.66881		1.25738
6.50073		6.64734		1.08772
6.50073		6.61196		1.09577
6.50073		6.57607		1.09916
6.50073		6.54149		1.13216
6.50073		6.53324		1.33407
6.50073		6.53324		1.37769
6.50073		6.53324		1.3111
6.50073		6.53324		1.32896
6.50073		6.53324		1.32054
6.50073		6.53324		1.47269
6.50073		6.53324		1.54344
6.50073		6.53324		1.30703
6.50073		6.53324		1.30461
6.50073		6.53324		1.36852
6.50073		6.53324		1.04318
6.50073		6.53324		1.03622
6.50073		6.53324		1.04432
6.50073		6.53324		1.03053
6.50073		6.53324		0.942238
6.50073		6.53324		1.1118
6.50073		6.53324		1.17132
6.50073		6.53324		1.08938
