0 14
14 1
1 23
23 22
22 29
29 28
28 16
16 3
3 10
10 30
30 4
4 26
26 24
24 27
27 17
17 5
5 15
15 33
33 19
19 31
31 32
32 8
8 6
6 2
2 21
21 25
25 12
12 11
11 9
9 18
18 13
13 20
20 7
7 0
