0 0 0
1 1 0
2 1.29567 0.00884456
3 1.6474 0.00421472
4 1.86195 0.00632281
5 2.09826 0.00428011
6 2.27188 0.00732731
7 2.45819 0.0065551
8 2.6149 0.00500742
9 2.78458 0.00635224
10 2.92965 0.00714749
11 3.07357 0.0128265
12 3.20577 0.0135908
13 3.34356 0.0132117
14 3.45676 0.014054
15 3.58024 0.013327
16 3.70148 0.012239
17 3.82595 0.0125604
18 3.93133 0.012152
19 4.04968 0.0115867
20 4.14845 0.0119887
21 4.24747 0.0128816
22 4.34106 0.012023
23 4.42708 0.0117526
24 4.52513 0.0121661
25 4.61468 0.0122033
26 4.70781 0.0114115
27 4.79566 0.0115482
28 4.88401 0.0118695
29 4.96313 0.0124386
30 5.049 0.0118902
31 5.13759 0.0119658
32 5.21503 0.0118765
33 5.29458 0.0117576
34 5.37571 0.0106026
35 5.45509 0.0119997
36 5.52946 0.0113782
37 5.60352 0.0116435
38 5.6815 0.012036
39 5.75923 0.0112881
40 5.82859 0.0109272
41 5.89854 0.0114863
42 5.96581 0.0108759
43 6.03609 0.0106773
44 6.10817 0.0103251
45 6.1817 0.00983178
46 6.24494 0.0104271
47 6.31113 0.0108705
48 6.37583 0.0120375
49 6.44523 0.0117927
50 6.50959 0.0120492
51 6.57451 0.0117767
52 6.63571 0.0116791
53 6.7046 0.0124686
54 6.76809 0.0124205
55 6.82806 0.0118931
56 6.89095 0.0116885
57 6.95263 0.0118456
58 7.00689 0.0115132
59 7.06648 0.011547
60 7.12378 0.0115901
61 7.18262 0.0120079
62 7.24024 0.0123886
63 7.29837 0.0120936
64 7.35257 0.0120723
65 7.41024 0.0120624
66 7.46664 0.0123409
67 7.52169 0.0120458
68 7.57296 0.0122775
69 7.62762 0.0118963
70 7.68469 0.0120665
71 7.74087 0.0124681
72 7.79361 0.0126632
73 7.84541 0.012563
74 7.90302 0.0129112
75 7.95958 0.0128114
76 8.00752 0.0130783
77 8.05529 0.0129576
78 8.1021 0.0129635
79 8.15746 0.0127046
80 8.21143 0.012202
81 8.26319 0.0118351
82 8.31692 0.0118365
83 8.36765 0.0119192
84 8.41838 0.0122162
85 8.46821 0.0121904
86 8.51463 0.0124648
87 8.56353 0.0125428
88 8.61173 0.0126349
89 8.66373 0.0126091
90 8.71453 0.0127754
91 8.76298 0.0128842
92 8.81451 0.0126482
93 8.86287 0.012469
94 8.9111 0.0125315
95 8.95614 0.0124265
96 9.00348 0.0122665
97 9.05371 0.0123466
98 9.10081 0.0125275
99 9.14775 0.0126353
