1,-0.46346,0
2,-0.459653,0.00380685
3,-0.472906,0.0134341
4,-0.475673,0.00989407
5,-0.482734,0.0104209
6,-0.483676,0.00856055
7,-0.490533,0.00996819
8,-0.487369,0.00919407
9,-0.47396,0.0156702
10,-0.479279,0.0149911
11,-0.480741,0.0136385
12,-0.481613,0.0124807
13,-0.479021,0.0117694
14,-0.478258,0.0109231
15,-0.474844,0.0107268
16,-0.474939,0.0100345
17,-0.478324,0.0100149
18,-0.475309,0.00991179
19,-0.470629,0.0104789
20,-0.473467,0.0103383
21,-0.475265,0.0099968
22,-0.477757,0.00985181
23,-0.480663,0.00985229
24,-0.464898,0.0183714
25,-0.463152,0.0177076
26,-0.461798,0.0170667
27,-0.46201,0.0164238
28,-0.461887,0.0158268
29,-0.46234,0.015278
30,-0.462272,0.0147601
31,-0.463836,0.0143614
32,-0.465279,0.0139801
33,-0.465312,0.0135499
34,-0.465262,0.0131454
35,-0.466642,0.0128386
36,-0.465699,0.0125124
37,-0.466664,0.0122077
38,-0.466281,0.0118883
39,-0.46433,0.0117427
40,-0.465085,0.0114703
41,-0.458858,0.0128037
42,-0.458632,0.0124971
43,-0.457501,0.0122554
44,-0.456397,0.0120244
45,-0.455155,0.0118195
46,-0.455021,0.0115605
47,-0.456525,0.0114113
48,-0.454753,0.0113106
49,-0.454097,0.0110968
50,-0.452288,0.0110221
51,-0.453877,0.0109202
52,-0.454737,0.0107426
53,-0.455103,0.0105443
54,-0.454972,0.010348
55,-0.454936,0.0101582
56,-0.453648,0.0100579
57,-0.454046,0.00988793
58,-0.452787,0.00979723
59,-0.45411,0.00972016
60,-0.454522,0.00956567
61,-0.454997,0.00941954
62,-0.455304,0.00927144
63,-0.456222,0.00916922
64,-0.45617,0.00902497
65,-0.457007,0.00892445
66,-0.457844,0.00882788
67,-0.457778,0.00869537
68,-0.457991,0.00856918
69,-0.456489,0.00857669
70,-0.455919,0.00847246
71,-0.455604,0.00835821
72,-0.454985,0.00826448
73,-0.454456,0.00816766
74,-0.446564,0.0112776
75,-0.44623,0.0111312
76,-0.446963,0.0110081
77,-0.446313,0.0108837
78,-0.446492,0.0107447
79,-0.442859,0.0112128
80,-0.443908,0.0111214
81,-0.444508,0.0109996
82,-0.44487,0.0108706
83,-0.445347,0.0107494
84,-0.444755,0.0106371
85,-0.44385,0.0105501
86,-0.445137,0.0105058
87,-0.445803,0.0104057
88,-0.445477,0.0102919
89,-0.44677,0.0102575
90,-0.447229,0.0101532
91,-0.448883,0.0101764
92,-0.44888,0.0100652
93,-0.449647,0.00998587
94,-0.449424,0.00988158
95,-0.450391,0.00982471
96,-0.451555,0.00979126
97,-0.450998,0.00970578
98,-0.449565,0.00971257
99,-0.449466,0.00961448
100,-0.449573,0.00951845
101,-0.449323,0.00942707
102,-0.448925,0.00934266
103,-0.449056,0.00925244
104,-0.449044,0.00916305
105,-0.449339,0.00908017
106,-0.447162,0.00925372
107,-0.447804,0.00918924
108,-0.448323,0.00911853
109,-0.44818,0.00903561
110,-0.447185,0.00900815
111,-0.447207,0.00892665
112,-0.447104,0.00884719
113,-0.447499,0.00877744
114,-0.44716,0.0087067
115,-0.447621,0.00864293
116,-0.447647,0.00856813
117,-0.448687,0.00855807
118,-0.446668,0.00872221
119,-0.446398,0.00865281
120,-0.446611,0.00858304
