           1     1.25743     1.25743           0
           2     1.46177      1.3596   0.0722462
           3      1.2098     1.30966   0.0631037
           4     1.19608     1.28127   0.0533353
           5     1.23215     1.27145   0.0435634
           6     1.21391     1.26186   0.0373432
           7     1.19316     1.25204    0.033273
           8     1.17764     1.24274   0.0303859
           9     1.44072     1.26474   0.0340538
          10     1.41636      1.2799   0.0338557
          11     1.29917     1.28165   0.0308232
          12     1.27721     1.28128   0.0282568
          13     1.43618      1.2932    0.028485
          14     1.13803     1.28212   0.0285252
          15     1.40204     1.29011   0.0277213
          16     1.24466     1.28727   0.0261338
          17     1.25434     1.28533   0.0246682
          18     1.39173     1.29124   0.0239954
          19     1.41571     1.29779   0.0236098
          20     1.73822     1.31982   0.0310445
          21     1.41899     1.32454   0.0299233
          22      1.4311     1.32938   0.0289525
          23     1.29214     1.32776   0.0277389
          24    0.874449     1.30887   0.0323814
          25     1.20483     1.30471   0.0313525
          26     1.22596     1.30168   0.0302926
          27     1.37782      1.3045   0.0293016
          28     1.21289     1.30123   0.0284372
          29     1.59404     1.31133   0.0291941
          30     1.05343     1.30273   0.0294595
          31     1.23328     1.30049   0.0285942
          32     1.07832     1.29355   0.0285311
          33      1.2396     1.29191   0.0277133
          34     1.45418     1.29669   0.0273061
          35     1.31389     1.29718   0.0265303
          36     1.54361     1.30402   0.0266618
          37     1.49596     1.30921   0.0264411
          38     1.51005      1.3145   0.0262682
          39     1.50726     1.31944   0.0260555
          40     1.13784      1.3149   0.0257966
          41     1.38235     1.31654   0.0252198
          42      1.4343     1.31935   0.0247747
          43     1.30383     1.31899   0.0242012
          44     1.52536     1.32368   0.0241014
          45     1.45204     1.32653    0.023734
          46     1.24992     1.32486   0.0232764
          47     1.72967     1.33348   0.0243225
          48     1.40669       1.335   0.0238635
          49    0.997603     1.32812   0.0243497
          50     1.09118     1.32338   0.0243194
          51     1.50475     1.32693   0.0241012
          52     1.36133      1.3276   0.0236468
          53     1.65606     1.33379    0.023999
          54     1.34105     1.33393    0.023555
          55     1.29411      1.3332   0.0231378
          56     1.19127     1.33067    0.022863
          57     1.03366     1.32546   0.0230481
          58     1.05821     1.32085   0.0231067
          59      1.1162     1.31738   0.0229739
          60     1.03008     1.31259   0.0230846
